,d1,d2,d3,d4,d5
0,0.9921313063328199,0.745070010166669,0.39298569358538815,0.6530578649001774,0.5562974855769866
1,0.002099067097477869,0.6795351592495833,0.25100385588302665,0.7332883804295539,0.9825763534405888
2,0.270165413192318,0.6655476963270406,0.926871958651342,0.9607142707955381,0.8639169670383121
3,0.8687917170516207,0.005308620168029354,0.5675835774791912,0.48629180007775485,0.5431557912816097
4,0.7314029265647366,0.8960264111777172,0.4613634746072651,0.0769494827851046,0.9565583606073255
5,0.6734720295247054,0.719786764503923,0.7770190838180864,0.3374638367200202,0.6754672225478815
6,0.1935953791949464,0.9724456038041671,0.5664845453240392,0.8474884033968343,0.801195372457561
7,0.6149153736462875,0.31729598631000655,0.27522976337320415,0.3316009184614642,0.7667364119379404
8,0.49212231373623294,0.7771327522718711,0.4898156083197178,0.18921809302100123,0.5290941278116563
9,0.891310944235143,0.0816869819140621,0.09942045258195198,0.9631393160384818,0.11733003188575097
10,0.5382084596353361,0.40229064615755317,0.5897779656021168,0.25726049804967277,0.07315751448548624
11,0.8775388741471927,0.47720714113699103,0.6195624546142701,0.6925357503089878,0.6772414233558838
12,0.0038034100431488804,0.8951109035677163,0.6370562938049658,0.9550219949640815,0.7180437737789498
13,0.33198530198318676,0.5058293284817208,0.9636231864722212,0.3052895535226293,0.5842094422224338
14,0.9435210420675606,0.17313704763904336,0.049220269378860704,0.7734250157288741,0.8953492435853274
15,0.4806351296453695,0.6600602435216131,0.3696389860477861,0.16086790779938587,0.6634727753113832
16,0.13525721219720577,0.732230427906967,0.6566347819265473,0.8955362587456898,0.6177400852834845
17,0.5154492256349661,0.36473495914183385,0.6509610287934766,0.4839649209158279,0.07183464813139162
18,0.7291651253410285,0.9304053183671095,0.5021988034732778,0.7911728917128082,0.03297087483487071
19,0.1873460721027601,0.02394302090135436,0.9074773646893399,0.08739505822032578,0.47550228363077596
20,0.5007612632685652,0.332633557109158,0.3338693554389217,0.11522269503363458,0.04387564923563392
21,0.6773713756627642,0.4813180253844803,0.8174651639085226,0.41579611209658807,0.9320652727662144
22,0.04143739275360636,0.41772189686107,0.323602957589621,0.5585899382605531,0.5481788198763119
23,0.468410448217805,0.2875568740532064,0.19214062634031026,0.9819630092881042,0.5396243058364619
24,0.6815384466036658,0.5368712559509174,0.19869808270063993,0.23936925921320318,0.9934688015325159
25,0.1473444859664791,0.6749793639982137,0.5472144202423183,0.33269075409652027,0.7146376281961422
26,0.5911396053663843,0.17003028190829406,0.9519876355579391,0.6579963934431732,0.6948617207676402
27,0.10187232778728572,0.0077180512078453,0.8830964336176407,0.3538279790169955,0.4261460248722717
28,0.09178986567558711,0.027273300294460512,0.5454787196947075,0.5068962586583244,0.16863735588434303
29,0.4381045193804217,0.7615121820356631,0.613442639754711,0.8162727833689839,0.8887610590701007
30,0.3741507280324008,0.3389040797912368,0.35997181133144185,0.6277996037802268,0.18997101965194185
31,0.9020460445017292,0.5585413097917401,0.5833074652274132,0.7063011318947764,0.4307500703273397
32,0.6290585387203951,0.027327905076482528,0.37862948752943437,0.6081388967532756,0.5595201249508931
33,0.45430935971578035,0.01688945877669068,0.4230691181194072,0.7329424920899315,0.08136387135352363
34,0.6103418289292765,0.6114729882680194,0.5505855291266907,0.33899256110468134,0.9899921053318217
35,0.5547768421900332,0.9806843901241594,0.21439019571962215,0.03584474643027147,0.1918473024103663
36,0.7252081301208405,0.6572696431253814,0.2606967653723946,0.4668624884400566,0.16594764579610233
37,0.7782945963973678,0.19973142843012737,0.8698944349747582,0.07754840818063724,0.3261783579411567
38,0.4472400342646162,0.38242177681124623,0.3438606452354118,0.7508272987695511,0.49328204450634516
39,0.4546538447812012,0.590900076379801,0.6017176853914201,0.2517920807191164,0.6717660479075905
40,0.7591418300426962,0.5974922303356848,0.256618846944206,0.4162740534412467,0.9904405936913672
41,0.49973334465551456,0.21905436674811296,0.20874036123075368,0.19888810424255343,0.9670214042031049
42,0.1372084111840346,0.863741390930288,0.13234860988910746,0.7175237015756578,0.14554576796022234
43,0.2252894669128841,0.5304312518670391,0.8453836242524455,0.26103311894144354,0.7409800350598896
44,0.04656471050145694,0.9528553302036167,0.47782939132492175,0.4645534470209194,0.8873262942287895
45,0.6330797360476392,0.5101734212983344,0.3625465489339992,0.24519029980739848,0.6605599457976956
46,0.9190120376969281,0.5580307761086654,0.602174055018954,0.47063354500001675,0.7543097961020868
47,0.18272477653343777,0.006725074090789818,0.687391819332875,0.24191278798519966,0.6349428578994172
48,0.22942502605061843,0.13988665147246038,0.4274725768658173,0.7258160064740404,0.555728134163082
49,0.9177165982978178,0.04375750343368279,0.3051122194803795,0.14324303278728656,0.6615422382332483
50,0.05158747151756127,0.1967763886174364,0.3842129323156963,0.45065192006923604,0.9133386691006171
51,0.3368870713569011,0.6321780342226848,0.8899706989664631,0.3246196521009541,0.9784206437631434
52,0.013521535434579124,0.46205903229888,0.15280005351323944,0.3288248906611918,0.9915373910210503
53,0.06735890059226268,0.4075196931623264,0.5124491587038976,0.3895152235977596,0.3374294668613448
54,0.1994228570653882,0.002139884426598515,0.12536003179431177,0.4639087945116037,0.19455962062561472
55,0.1487962006385104,0.04818783439862917,0.14002573118629902,0.6586959036926718,0.04711235056528473
56,0.42056484571816977,0.7291742538402478,0.6887960705514866,0.8515850568377878,0.3307343790303914
57,0.13539733597345016,0.12758378164127804,0.4717052148109625,0.8525152560131132,0.4797724322480782
58,0.13517746480728887,0.42233060201078176,0.9394121970364232,0.07542123684964475,0.6263377445381698
59,0.3640617611528444,0.09435833758843504,0.38160424274734717,0.10188104428001898,0.0833528449648343
60,0.8159665408557724,0.992032474092034,0.2751125033535511,0.8471427894974327,0.6794749552664417
61,0.6013882993210313,0.2401114342716567,0.699369801728124,0.459054347133913,0.7548004926806295
62,0.6214979604532161,0.7652235681960614,0.8734661996940709,0.7000126536967155,0.5048179147484607
63,0.6985491941313898,0.2483563694027099,0.19651898979886506,0.2996422880004952,0.6435409171873124
64,0.5935116692374743,0.4857934926506797,0.4797156623598974,0.37959631274528094,0.28346780154234374
65,0.373569165813068,0.9680504797916726,0.6811081317562369,0.6119422568020051,0.31867544381703206
66,0.019454442364262303,0.8409107630285106,0.18125372453899524,0.19517411794061612,0.6208098958655845
67,0.4696991192469919,0.2370086460932388,0.48094594278679526,0.7185673359729485,0.06560972833410283
68,0.8534768439604242,0.7887805308119038,0.03778368572735491,0.8725076621264481,0.5143298798673278
69,0.5766225629738442,0.21722523969099716,0.44014288122062994,0.23524953918534985,0.7161719439239163
70,0.8378312445531471,0.2516180754390974,0.6984089095348864,0.33849848185385145,0.4884088469060881
71,0.39684943440127995,0.27533448176084463,0.9125587450818887,0.5674861294121121,0.6759877897287753
72,0.2135499546806353,0.5918916541967487,0.27713125635964697,0.4935374783857246,0.08258530693257549
73,0.3656418724705115,0.18985975793646337,0.4180677591357068,0.2704327066977251,0.33792431459683103
74,0.1343071432668036,0.2379736186251531,0.9242833954932761,0.4263996139406966,0.35986259050575053
75,0.574851467637592,0.016379751887220073,0.8367392938910292,0.8643118077541521,0.785162901038016
76,0.9170946281137391,0.954225835555858,0.7244726481195436,0.07502267923269912,0.1552501947269208
77,0.5618454393813316,0.7987458750663957,0.8256989728987633,0.4209686585854112,0.8811457861629188
78,0.659284439681671,0.9778609903411424,0.31862659539290417,0.6162006407184241,0.9724247592387947
79,0.6511939343624645,0.9679258246163511,0.699382094154361,0.4692296059934654,0.8814057332272037
80,0.5704094965631946,0.36180987658598207,0.6620400402959923,0.9528290956189753,0.6118583416417398
