,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
0,0.5030245626118657,0.20263753212429036,0.41116036649099175,0.7466589362384646,0.7935005759415333,0.9557348062468614,0.21003239368409632,0.16337391978784455,0.8115280922959022,0.829601476850871
1,0.300814632367839,0.22841610764306985,0.9851747861375592,0.779237324495865,0.3965836449500789,0.03358859175932516,0.6176858967738136,0.5543650632386365,0.27207313068299477,0.389950336649726
2,0.7637724586040434,0.4522855175697854,0.2106840297462662,0.5880522916026942,0.4735755403983185,0.8650496142791297,0.4286557546885631,0.025448288913391126,0.022435346565359948,0.7469632260194495
3,0.10018003328850211,0.7133026090018204,0.2850142853124842,0.864602463626118,0.4757300203884738,0.04524509785016384,0.6792252595144503,0.2583326951504542,0.20653316391643595,0.8893962823820092
4,0.40473822951446703,0.49919512747090844,0.08784024186343009,0.3476128436298527,0.7738632972845193,0.5206219164851896,0.690851964573805,0.6602989528848283,0.4471608881930169,0.06846923881357647
5,0.10418103935885192,0.49909264926640584,0.12787595473290825,0.49065725750265865,0.7869965773867166,0.0926701831882294,0.5980925043069105,0.24289030176690962,0.8910412405848718,0.473558656028927
6,0.30860184848646877,0.5184852470365455,0.8094395682124131,0.9183723959085325,0.7215048306047619,0.4785257077515811,0.08406505437243039,0.7005400456901529,0.5031093108385073,0.751480359567613
7,0.23915082155158873,0.6665905515295073,0.3478471222428111,0.4094294294920523,0.3020301194562154,0.9823261244176225,0.49346049975767936,0.33265974665630305,0.1485640503258353,0.8402627331788379
8,0.41192912676787363,0.01708528561685496,0.4503771975922718,0.6195885446815788,0.6217954836214751,0.4793839980892767,0.13965427702187572,0.99654955444289,0.3281157334319781,0.8715122367430116
9,0.6145773637254012,0.6721107240205616,0.003927470393805144,0.78254630249542,0.720515267890635,0.7811739912683098,0.7387923613232815,0.7062092288272355,0.6972262001681961,0.2205466992392039
10,0.6329897622652436,0.69077326963717,0.20776949055999794,0.5484941187855983,0.9607410034234636,0.608894332605443,0.7839491365240887,0.46185096655532576,0.9298960840001254,0.8577271023540017
11,0.7211175158789035,0.7896179724192545,0.6104722561261107,0.9298435027540142,0.15968657515123386,0.7207622407447779,0.4538662080418788,0.6215210044244901,0.8407161721346768,0.4317704777042882
12,0.22092650189808383,0.44788328435617275,0.8358130814973947,0.1326753714454575,0.7244916823248265,0.02781081276104047,0.10480848703805001,0.2722482302725021,0.7319713476304015,0.032192633934786996
13,0.7305236332545688,0.9881729117976367,0.19258896241428536,0.26160001244283215,0.5745514377706848,0.3565001708505886,0.3678102535682549,0.970298314277601,0.12278706389398175,0.85221262365948
14,0.5412647890147877,0.2569489456705799,0.7817956949035574,0.7888992106805264,0.7204904542798111,0.2650074611930706,0.1979687154254236,0.36103804065539835,0.5063135460571493,0.13837810329369504
15,0.1795721811741512,0.6509859047734667,0.1465322846925553,0.8125633924108107,0.4201187603152864,0.48292147418789466,0.775754888536912,0.07579899085613828,0.6909003732041831,0.919651845964765
16,0.30824051668128494,0.3008908731876646,0.7451012068923489,0.8777167811627629,0.4965366019933325,0.20711620521704266,0.7738121313415461,0.34954733548677963,0.3380759106528721,0.7881429135302322
17,0.2842138819788739,0.2157668001817279,0.4140109071993482,0.024589270490868786,0.045253239840063464,0.04308302592168223,0.11650998127489276,0.9954045465692466,0.9077950331716503,0.805574772851957
18,0.07196726307567303,0.8225474617363597,0.7206979120665644,0.05356754777492556,0.7378306912651099,0.6116102163402823,0.59129847711296,0.023922142626719545,0.6765962682922443,0.5715910210707786
19,0.14908149566617368,0.6132147200020822,0.2944224237107741,0.38812844505695576,0.3249342691777034,0.8908380839055972,0.32764186214444846,0.41704493788744057,0.6420907494795863,0.9387464321309766
20,0.73076841321089,0.6989803269067444,0.30666780430940066,0.6051553349877037,0.5799809691154814,0.8588509454417022,0.7384220592748516,0.2867936657473136,0.6677062393768859,0.46364356465414114
21,0.49993731883354575,0.9325303687542935,0.4991579033164585,0.17608940800402717,0.892268988666196,0.19104433804634935,0.26202215736617296,0.17130913169440998,0.07289476580851173,0.6346230039144026
22,0.23856279350116227,0.033075925624690194,0.4212449532220892,0.4986597731697243,0.4181833632103107,0.2617804883349125,0.5299714922141481,0.1912233682056964,0.6700784333585188,0.19334094194760687
23,0.9608789704362988,0.238471245763068,0.8379118150094553,0.8767598969878992,0.5073140141719154,0.1093668923388148,0.5623243692823289,0.1318286259407382,0.6766803869052267,0.278451084660423
24,0.459075927130283,0.418751252230921,0.4864757349323854,0.09594099516581489,0.6022001318836498,0.8849583258701034,0.05358970528395024,0.4794136835741808,0.9312734375205494,0.09754832794788393
25,0.9446297205183879,0.1607156003070086,0.21530377093725028,0.38330874522496816,0.5459668302080369,0.9292387431989764,0.7554609521594435,0.00882869853576529,0.6953507007055664,0.9416729409385713
26,0.33561225637743286,0.2598607389860039,0.05585701020499312,0.37496341523180365,0.693074169789792,0.22345999612458,0.3781044403325011,0.027238780431406817,0.989241976628964,0.27541546038858
27,0.7379854109339167,0.16586097910894315,0.2296048394090594,0.8541858941611334,0.9045540801201877,0.06578779906467558,0.6498752373089853,0.2852881981911959,0.8232077965591479,0.6986807603838454
28,0.29375980529661516,0.0380881632050184,0.8265943415444159,0.4432113216548039,0.4111350205963554,0.9979597400739552,0.5576394609970395,0.8364046644347312,0.26866249500412975,0.7335889357972065
29,0.9914988101614042,0.3617603399061292,0.3744668380914884,0.7487695875903371,0.12696624600626616,0.6412549827719966,0.16784327795600162,0.5574708257102529,0.08081739835335178,0.7044230760729885
30,0.7254731329731531,0.08094055528161725,0.5284929486504489,0.578953128644708,0.7541665613545383,0.38787860551127906,0.8986816735564006,0.29010780217236243,0.5863364205453884,0.2907530210458441
31,0.9350799617658031,0.6625921995830867,0.10493352484470186,0.484173901247671,0.672125362387069,0.4228615166789741,0.4703800399350757,0.09687114045330181,0.7545832299341736,0.5013531121489845
32,0.10307260604665214,0.847328348865112,0.742239418142374,0.04672277903962141,0.001777158558535552,0.26755773332721866,0.5035370773615618,0.07381324423914737,0.22372346918255182,0.34723817072712015
33,0.255686810550104,0.039317878569624765,0.6273543409169321,0.20396197632872248,0.48645430818211943,0.9465958592244528,0.055328214956984145,0.21787650190296326,0.37713579090904026,0.385181397166549
34,0.07606426448317793,0.5856274760226224,0.8895779627486843,0.2691404578905129,0.1169748783934843,0.9026776242881985,0.04632672633521262,0.015602269075788322,0.5358343971046804,0.9795855350441566
35,0.4973736503008557,0.4203183265957834,0.8205303516653147,0.18109548593163383,0.8902250072870542,0.11082130772698384,0.7823987355396961,0.27030187230640335,0.5785109453730861,0.486124231634917
36,0.5203092795325936,0.6811865932586466,0.4054622221487235,0.3742636176010272,0.2859252591811682,0.7769597761644191,0.3132014816048131,0.8822589118664085,0.15859973183789577,0.5619444360579169
37,0.7146323418869001,0.8989077824864151,0.2916016223982998,0.42136909380071264,0.3201093402942846,0.3413630681463504,0.9605331872235514,0.41269522845968587,0.8276667621107258,0.9165660191584717
38,0.13733637363575935,0.038684192548400276,0.07493961981416764,0.009295473902054208,0.8225460452323189,0.15571292429807537,0.030626751609898695,0.3885242208552325,0.41651724119426503,0.9130623915207344
39,0.9603346952402151,0.3635922353236801,0.5839169587757315,0.13751867668336937,0.9313583824056024,0.9001058996074246,0.7757869642339934,0.5154325380733666,0.8885498998239675,0.5157585634089517
40,0.9804895195311042,0.6702738423261927,0.1705582550929804,0.46423434216422044,0.14991819173350773,0.34926955647343283,0.7738600411681092,0.6481504397434873,0.6201981997391885,0.6402963936029427
