,d1,d2,d3,d4,d5
0,0.5516492070805088,0.4260717727917993,0.054153758002497,0.478075090439782,0.5086511972868312
1,0.598212429874913,0.5575382288021226,0.3693310898636134,0.40152470601657253,0.47476104436494204
2,0.44654256114970753,0.3914079364867943,0.2271087124183807,0.6318057306833363,0.344388693193954
3,0.5892879995530554,0.483227530398454,0.4498790382086718,0.42849609397073785,0.642889105392249
4,0.43587937398398535,0.6214171561293806,0.48708325600663027,0.5671849023814552,0.3179677957672797
5,0.3936596851978279,0.3635861241328468,0.5773900487112207,0.45177245861851967,0.3218541912392185
6,0.40888871319143816,0.6781217875999521,0.5164819971246626,0.4377062598352144,0.6434066774442058
7,0.3827566455317775,0.7823207895818904,0.5204398215316578,0.45558823437566454,0.575552343237402
8,0.45306596580196534,0.5619490955428444,0.714203194993428,0.493512634716724,0.4899105414060058
9,0.49066888011335524,0.6038109070123284,0.3608109041714959,0.7724039416745399,0.4862531319497978
10,0.5380574030043519,0.34084701229551606,0.5774192776843153,0.5744566384135179,0.6544029290874709
11,0.3992742514256963,0.7081735373187583,0.46476106552086566,0.4056084603631904,0.7122106503420993
12,0.40530249898809917,0.2554866041888202,0.5053446050932601,0.6466358897998266,0.7289841977501259
13,0.5667640806261172,0.5389460654879834,0.46053449046962663,0.5782002262783252,0.3456636740557367
14,0.4062867651613984,0.7928687162291066,0.510822580447029,0.5665610660255989,0.4443978100814416
15,0.4289516008583463,0.3298651297098995,0.6183672517610823,0.6778791902364989,0.2680594237402337
16,0.38459105693326173,0.55889878962662,0.672432432928764,0.5606961016353704,0.3933485290182782
17,0.5475848517842823,0.40808650639029265,0.6426401760486726,0.26810193328102433,0.4550650606346602
18,0.5397486865978206,0.33173415283011226,0.5368791682608154,0.2948199932473003,0.5235904863722864
19,0.7044587525309312,0.4957662073939863,0.23907996158369815,0.3977264042943325,0.34098771069614364
20,0.7208873260708983,0.5432639297767385,0.6390852566325707,0.6314106389279626,0.31081022862332097
21,0.6068003677816618,0.5132075783046725,0.5299806991409339,0.6310393802785197,0.29820078115371806
22,0.4808128211541087,0.6662601846082266,0.6269101529023737,0.4418618244937069,0.45117450388278607
23,0.6004958970253694,0.5118495520731803,0.483040258365512,0.8858716572657668,0.7372678097130078
24,0.4747473540116315,0.278579565091857,0.49828679431548917,0.5244159359593847,0.4430251096982111
25,0.3865746028116683,0.4172888359241709,0.5673812720161056,0.341992546644289,0.47762271703542325
26,0.38445036541305355,0.3983705832891631,0.5749276301948486,0.3439542776430253,0.6983950211118543
27,0.47940048330123197,0.4359700895430575,0.3979390114522226,0.3075098350841468,0.5539060318152881
28,0.5009716635214827,0.7541239311561123,0.5022177388766609,0.6570855717632886,0.5124926391621035
29,0.5094764666585215,0.5435258577695226,0.3671318083476578,0.49320778435423535,0.502094502729275
30,0.5308743810264,0.5073387361259796,0.547672870438281,0.4681871884797279,0.43395198591792217
31,0.4965795577762165,0.5779730715263318,0.43222306199944993,0.22760800270112141,0.3225191778366888
32,0.4687945130551176,0.38140068220876,0.656700824238188,0.49224307661988037,0.6300899041123333
33,0.41848537536564134,0.4046239456735502,0.714302584233847,0.6161801962811421,0.5330280690099694
34,0.6097698668304969,0.6220627191154023,0.4073064137698273,0.4781145505254298,0.7137141387928327
35,0.4511055624513626,0.5468774494220442,0.5438547533561355,0.4923402065295339,0.6157087286118539
36,0.5849138954948423,0.5187283505065604,0.5237610479187295,0.6592921621699861,0.6437663919086782
37,0.7680222573822904,0.41050087611734665,0.34012949249754065,0.7378600030852906,0.6335719034708372
38,0.7440139703910864,0.5432182494557645,0.43540496171097237,0.387437054674493,0.41384955609778723
39,0.515023375158071,0.4973784156724137,0.3842253264163289,0.6156293833148444,0.34835377492646197
40,0.46830367699322173,0.5443824666236793,0.5022646420095856,0.4933510373786437,0.42178241626006735
41,0.34699717009822006,0.259279060987219,0.5435156581651186,0.5938106861464069,0.6830678229728899
42,0.4423756997793458,0.517730972142095,0.6679480720824073,0.4304374849099001,0.39988889357866486
43,0.5914522077614676,0.6271393465013209,0.4851105019481965,0.4914347773593849,0.5028531027121924
44,0.6002599421617207,0.40141802584594966,0.6324134625021152,0.2751201451423785,0.5270089414350855
