,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
0,0.4257436154044012,0.4410111567640337,0.41950163717353467,0.4446017542719025,0.28046859589311096,0.4132079327504348,0.48896634104126957,0.4186450063946746,0.37443686666754517,0.43513217822173333
1,0.3845971144138576,0.30313358414554475,0.3809913309242406,0.366474145829961,0.3309106981808168,0.32526522315813344,0.37777526318326576,0.347572665700576,0.35915416131816696,0.3452150681991056
2,0.39229400026197614,0.602567683475599,0.48347725968038513,0.46842222661315364,0.5321780375753041,0.4899568911774217,0.5324055582160417,0.5199718094296587,0.4517433837711187,0.4494666082665933
3,0.585670465353963,0.5103324514144595,0.6516402025886843,0.5223365015905329,0.5349655176908434,0.5200234517982963,0.5935643999696919,0.7018426292725851,0.4847257505803923,0.5622025503717781
4,0.3836574002188621,0.26706321869556826,0.2655494823850395,0.3890101916359098,0.18450355113270372,0.40746404727625446,0.28734890181610523,0.368545670790106,0.3263080936737701,0.3700345671867322
5,0.48475219367376693,0.37873144005253245,0.5257489107077041,0.4596235123281316,0.3953979590417903,0.5716238107158268,0.5538880166431237,0.4716485111499338,0.49722274697670577,0.7010427058129124
6,0.5767575944923399,0.48478500086853427,0.4224688029313799,0.6765027002818815,0.4881210063136822,0.47678841634663394,0.49963542021846663,0.5553023963489588,0.5247180800778515,0.4532543119898875
7,0.4312808500209633,0.5362853541928487,0.4964210531896335,0.4732430183797329,0.613634283849646,0.5260264769226498,0.5558345466593912,0.6774223366385925,0.466591835443198,0.5206070074452493
8,0.41674601370692355,0.46107503213353496,0.43163024200970823,0.3959097365173777,0.44979130644376325,0.46445276813466585,0.4535440594149154,0.4263653024734396,0.46189372319759436,0.4074867478656611
9,0.6462892298660081,0.5155878909571003,0.5940247681829391,0.48672043344355465,0.536943953850287,0.5201765620447741,0.5329938188668258,0.5702158478028723,0.4958411117495006,0.46520284093604114
10,0.6792243465363605,0.7139540170207036,0.6763848942052377,0.7120367281285862,0.6524146691554973,0.6970578002163224,0.5962431982463263,0.7600469949490187,0.7217197900278158,0.632911257119093
11,0.38691829269483374,0.5931411478044346,0.482357551709009,0.5667338670514922,0.5718472942854976,0.6006111999872207,0.5118492282696544,0.5055774699929492,0.5534875266702033,0.4144972328147914
12,0.543534746282557,0.4970250226005164,0.5131883343375642,0.5479916491022788,0.43780313345526467,0.392376972867377,0.5996219091163743,0.4858766274519473,0.4898131974553247,0.5097220377935803
13,0.5111318599975666,0.6378457351174649,0.5706904969956612,0.5974765792807141,0.6091077000821267,0.5498100826900854,0.7364315795317801,0.6199229705078262,0.5828151199234676,0.6064800937440165
14,0.310602044779748,0.40391527694240925,0.3773372535530361,0.5078168219689991,0.5537420927016199,0.3681809033884215,0.3706100229009112,0.2669938150968562,0.49771812785374514,0.33489101591964787
15,0.5130811589798123,0.4764737345337461,0.45177461725563295,0.4956226822900582,0.5113760334161375,0.5546742769631919,0.37962547572087124,0.3679142398072028,0.43744618371605304,0.5029949088248825
16,0.5629057575932849,0.5808635517091183,0.60821540184986,0.557409092618535,0.6412030635203847,0.663119250252931,0.49005521923764567,0.5406624756010528,0.5189513457313036,0.6488661943493915
17,0.5493383021477629,0.5826360585208881,0.5763928152620578,0.5630181824129006,0.5581595818458256,0.5901039694446342,0.5696223998324196,0.5994688578647974,0.5403799962655814,0.6496799831157916
18,0.764744809017821,0.6664684474585455,0.6358132491182502,0.7314922088885396,0.7151855342754551,0.6859154788602456,0.630168434419823,0.6470372390587431,0.6636129115143978,0.6724474975552441
19,0.4902814434990546,0.4190503663824205,0.6556328702878583,0.6000133220052148,0.49716498989089036,0.5819295663776927,0.6988600445876941,0.6382903486791212,0.4882753882836498,0.5379059035301272
20,0.36501738557166097,0.5779991680620178,0.41024900599980785,0.48729721642452656,0.6309147510287464,0.515846370081803,0.5191018968849241,0.5480788094772868,0.5909935835571203,0.4016529190546458
21,0.37820943586892963,0.40777861401964455,0.3721060064291444,0.36485036613749017,0.29381148326082285,0.4693346434117094,0.38516793985542414,0.3503687701962257,0.4167595794350307,0.47146257173081685
22,0.5643164796689552,0.5385689311876165,0.4952143269888282,0.4672242764158274,0.5091313950575012,0.5182746366806383,0.4639747410236694,0.4886648978766337,0.43518401346205204,0.46237465024349994
23,0.5765023078267122,0.5432153750550096,0.48139160745915777,0.5866583561297951,0.47489819126577565,0.6594743824953704,0.5644235335780665,0.5707702970399613,0.5852244053710778,0.5712291713747898
24,0.2632935059771483,0.3322912900107023,0.34186641943082946,0.55128583810464,0.37474212953868785,0.45856321084986984,0.4107779423642396,0.38845818062820037,0.4360009303739517,0.4154545337648067
25,0.5106162725743192,0.43438956100118253,0.43973388777073424,0.4762189290909105,0.6047709005131544,0.483811703498945,0.4524549260749007,0.5211894411792285,0.5591286524666577,0.4785637611269633
26,0.4886450426762546,0.494696168305931,0.4500642097835867,0.5258924671826963,0.3925292365161027,0.5008636502729191,0.5966630814638085,0.6003139145589517,0.504464054813702,0.443366622362708
27,0.39605579750111075,0.4132204065486358,0.45590418934901156,0.4039908904417149,0.5141434245566036,0.39479234373786715,0.49504031980742025,0.46720665703369946,0.43278723110890305,0.36100794068574615
28,0.5232200689658921,0.4370634086783409,0.48164835790949906,0.554794486390423,0.4830173631527347,0.5982557856246729,0.49328899729985065,0.5127396724672825,0.5545239547950979,0.5398989126863711
29,0.17219435304273023,0.24215169838383183,0.3524435288059934,0.25234134518808615,0.2576036377980162,0.1321735291830266,0.4105171477774283,0.23922376939595436,0.3179347717553268,0.2781962051520307
30,0.27513762665662583,0.4060555542896614,0.41957266364868184,0.3486936300268798,0.34553565646439266,0.26322330379834663,0.4021827101884542,0.3673227065133708,0.3362058594040271,0.47240561605100195
