,d1,d2,d3,d4,d5
0,0.4845909047883243,0.45001775968713004,0.6398664136489736,0.41196377595102596,0.3999277167990239
1,0.5145081862402626,0.5290474308780815,0.46067083476242393,0.44491417132818994,0.5706364313298862
2,0.42332412018666127,0.46490954861994505,0.5519915869812778,0.5532150691769993,0.5667338353662155
3,0.551594624407706,0.4141794294488953,0.5897802720750756,0.5014962843061893,0.3057812477154537
4,0.7198522132311849,0.364631957296289,0.6028065269323308,0.6589199904037528,0.3780415729501506
5,0.6468796788779305,0.3987873512722904,0.5206001060610125,0.36049770216717336,0.7146679852766172
6,0.46500910856506406,0.38372649893171107,0.47386624026129015,0.6542235314469065,0.5867591610548165
7,0.4889214232535431,0.4589245619832739,0.4289428414806797,0.36408055203671785,0.33787949361753555
8,0.40721428125422054,0.6468097966850994,0.5249732445189034,0.522104139723956,0.6827578810229233
9,0.6564478444375479,0.7267090796509605,0.5782047665204149,0.6310523010080805,0.28654235305593334
10,0.5271678434579454,0.5701895089400956,0.32724257796475653,0.6192914169756681,0.4430234111404546
11,0.49978110171018875,0.4044951729336097,0.45523098527411143,0.3403942930573117,0.5628877674244555
12,0.5786681669415213,0.49149410766998547,0.5808461577085204,0.5390500184086924,0.6639765574878271
13,0.4866752628894152,0.4730524290640424,0.351157294719904,0.5916037694228287,0.38011325705074783
14,0.34828439317897386,0.4660227820889315,0.4622188662793445,0.5710743913882717,0.6422405310998711
15,0.45682606059929287,0.43685747318138424,0.7468142646067011,0.655511098985093,0.4596868051233722
16,0.6992138179374263,0.3138043168537529,0.5587496339794689,0.3939969565092302,0.5043956379208143
17,0.39119748222734535,0.622600949349928,0.7202526156806289,0.5274012284993319,0.2509450085446082
18,0.4085757805327792,0.17658868751097334,0.35819846426192714,0.40240156040797526,0.8123651804208576
19,0.5047425068113113,0.7029420679674796,0.5348170407139476,0.6328692719027234,0.5493105710524965
20,0.6884907661892219,0.39676507693435126,0.3683882498430627,0.42179289595354724,0.5499480662932034
21,0.36245414735945547,0.544330080713613,0.5809620108495385,0.4566100922419502,0.5672217584541768
22,0.3787526787042895,0.4736346863686814,0.49505761043159785,0.3014398006276458,0.5356708766779406
23,0.39631454085047607,0.3002514765091412,0.4452749234066992,0.5219022978324058,0.5400542526160282
24,0.30745074598422406,0.6761785916726301,0.666915530623219,0.6651285213378882,0.6314528694243444
25,0.6351500588137018,0.3631248874076849,0.49751593874387773,0.619433357912619,0.6972633696570709
26,0.3829639038178402,0.3210753982685412,0.6610025704830875,0.5212652422950638,0.4261430911028175
27,0.6957983918534653,0.2908796666755534,0.3992919743210186,0.3517472111831685,0.5830299810496691
28,0.6324309316764998,0.5963602340380816,0.4556663804751705,0.7025914654794146,0.6460107613497583
29,0.7476992504809967,0.5350632098421915,0.657863436194457,0.5752734053626242,0.6019246371198734
30,0.24490262435826338,0.37324768117235785,0.31088204049935786,0.7503055326503065,0.7147067376603968
31,0.6148138597948332,0.35908896874312535,0.26797202966770484,0.526772528830481,0.7677299208358308
32,0.5613922676360554,0.34888337827453075,0.44379731251835586,0.5332616234298768,0.500371786528248
33,0.3976415572630856,0.48619194545897493,0.5409454136975866,0.47772960969054673,0.27724171790104335
34,0.4938150915651176,0.4778399083400669,0.44131829621800717,0.35541069769641387,0.4771137320073017
35,0.6300363099919747,0.801057455618442,0.5337705562652431,0.5711478147778106,0.7111756977477941
36,0.5712831125143227,0.6029730374167772,0.6417734772236221,0.5629131927401091,0.4851649183767124
37,0.31222574587799057,0.35339648978406696,0.6127532582075779,0.5734920489463601,0.265819511968585
38,0.5674648454167188,0.3743221256519891,0.5529431117591119,0.3400898283704212,0.3033756504889519
39,0.533037583582239,0.35086015760647593,0.5967820595398301,0.38701621448758106,0.5414140013151058
40,0.4511745622760094,0.47733384550208957,0.5297388925500659,0.5909314474767706,0.6901287063686897
41,0.5438364242504286,0.3119844616023302,0.4795269342792113,0.5457328559847955,0.41984496313456776
42,0.4671473579039509,0.3246181987246782,0.4933412772507095,0.6675244964976316,0.5575589548246297
43,0.2806128496264285,0.470562610827333,0.2698815325175987,0.7615441489377983,0.4144934426536316
44,0.6829097993561631,0.6601813499339982,0.5387786791344608,0.5064142143816593,0.283748695861334
45,0.4164650915595848,0.49893297814490084,0.33483768428784966,0.5435896496982502,0.7744623456297655
46,0.5723861120130674,0.6904364446665561,0.9067516746754939,0.6575566158424418,0.6456485434485889
47,0.5357882180294302,0.6103238254209725,0.5917470351845167,0.5734934857512882,0.5978867228497082
