,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
0,0.5968840861058524,0.6513801403902595,0.5134001683861649,0.47606263071833577,0.6620087194023037,0.5439625099670226,0.6683687591766617,0.412102567647927,0.7052971957093024,0.4731930508914931
1,0.6073490989055509,0.47098954815606947,0.45562959786228285,0.5749534274527008,0.5047067879594659,0.5572509654566935,0.685128408724833,0.5818227993617515,0.5270210255354913,0.5295941406696154
2,0.4901264634310788,0.6925954875246405,0.46186047614957687,0.5561642783779092,0.4935760903631162,0.6356349789287599,0.755381156934624,0.5884305979465254,0.5494485509159702,0.45316794854472364
3,0.6457562702971562,0.4402143272437159,0.5387176515105958,0.5015159844360376,0.4907298150285853,0.3007270658836543,0.423337634603148,0.46558749149926454,0.396182886165728,0.5772345397420584
4,0.529314786068737,0.4656904162703147,0.4804360588357779,0.4110036552009589,0.6411984562756218,0.456394493205845,0.3598776321551862,0.658951306266389,0.6639941287422882,0.8036242407459842
5,0.6968113457016321,0.5387967459999221,0.4133817816616689,0.510283403620555,0.48503532691201773,0.6097219751776611,0.6276791342495563,0.5397443798648759,0.4455611874705163,0.4558209064173955
6,0.31976415749491865,0.48640781410283196,0.821496430915144,0.3770466727651064,0.20556092862968722,0.48521163102788206,0.634514920539871,0.5292293788189794,0.5149325523508809,0.45180571092896393
7,0.49492738626501315,0.5897556751134799,0.39132190126297345,0.4423371230811474,0.609109407863859,0.3538552351130779,0.5749355584449515,0.3793888971282732,0.30723533457872754,0.5924056019767922
8,0.593202413257692,0.5696491526374933,0.26761165471817905,0.7349760449180139,0.5421171010326701,0.5882557302718647,0.3341620789970804,0.4335165579000879,0.23812306056903015,0.7017536193760097
9,0.5730264267878071,0.47923449742380164,0.5759803653287634,0.37864574916501736,0.6659582064404328,0.41719402539477196,0.470273848853228,0.592405434486848,0.3778523289875096,0.6926806837569945
10,0.4863108932423752,0.4471716780448858,0.5502345728721135,0.4894860546076977,0.6370447857482794,0.5468125088557607,0.5174799199819046,0.22161265623028087,0.6034206256061604,0.33969509089744876
11,0.32950492421189953,0.4709329275532428,0.4108891781576912,0.5331334115531476,0.438966011731461,0.3337924433397585,0.47959171277631324,0.40833862390503595,0.5780793500522493,0.4065657314820461
12,0.6343348952150142,0.6411567409458729,0.5917918041218383,0.36255890986810935,0.4583749807440493,0.6743234257533425,0.40744201897944243,0.6172978670246037,0.5224131761747917,0.2976397877716086
13,0.750896585623557,0.523414528826237,0.44836859126756834,0.5008878285632813,0.4784563170464554,0.48498664785925066,0.720500687689414,0.39871495794573564,0.5996046665246536,0.45251816254903743
14,0.4551183975620586,0.48472344231410996,0.4706838699831241,0.6955362039999803,0.38964992258394365,0.5157948410894738,0.6530218148336752,0.44284296666241574,0.6742847938520576,0.4635720245508702
